,HIGHDEG,INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,LOCALE,UGDS,ADM_RATE,C150_4,SAT_AVG,UGDS_BLACK,UGDS_WHITE,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,RELAFFIL,COSTT4_A,PCTPELL,PCTFLOAN
862,4,Gordon College,Wenham,MA,42.588173,-70.819133,21,1703,0.8837,0.716,1161,0.0382,0.754,0.0664,0.0346,0.0018,42,44699,0.2222,0.693
863,4,Gordon-Conwell Theological Seminary,South Hamilton,MA,42.613475,-70.846387,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
864,3,Hampshire College,Amherst,MA,42.324772,-72.532401,21,1358,0.6664,0.7481,""" """,0.0368,0.6834,0.095,0.0228,0.0007,-2,60048,0.2366,0.5462
865,4,Harvard University,Cambridge,MA,42.374429,-71.118177,12,7236,0.0596,0.9752,1501,0.0681,0.4527,0.0984,0.1801,0.0022,-2,59950,0.1304,0.0404
866,4,Hebrew College,Newton Centre,MA,42.3264,-71.190525,13,2,""" """,""" """,""" """,0,1,0,0,0,-2,""" """,0.5,0.5
867,4,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,42.317018,-71.129418,21,81,""" """,0.5294,""" """,0,0.8642,0.0123,0,0,91,38405,0.2717,0.4457
868,3,College of the Holy Cross,Worcester,MA,42.238942,-71.808627,12,2754,0.4334,0.924,""" """,0.0396,0.6932,0.1071,0.0497,0.0018,30,57754,0.17,0.5161
869,4,Lasell College,Newton,MA,42.342712,-71.243738,13,1727,0.7632,0.5655,974,0.0625,0.7446,0.0874,0.0197,0.0029,-2,44737,0.3379,0.8411
870,4,Lesley University,Cambridge,MA,42.378429,-71.115601,12,1727,0.7149,0.5826,1086,0.055,0.6833,0.0898,0.0365,0.0023,-2,48818,0.2705,0.6366
871,4,University of Massachusetts-Lowell,Lowell,MA,42.65372,-71.325081,21,12190,0.6201,0.5449,1145,0.0595,0.6564,0.0927,0.0848,0.0016,-2,23628,0.2884,0.5744
872,3,Marian Court College,Swampscott,MA,42.469685,-70.8919,21,164,""" """,0.4915,""" """,0.0976,0.5732,0.2744,0.0305,0,30,25694,0.3448,0.4713
873,4,University of Massachusetts-Amherst,Amherst,MA,42.386162,-72.52617,21,21864,0.6139,0.7509,1217,0.0376,0.6793,0.0486,0.0838,0.0014,-2,26207,0.2526,0.6041
874,4,University of Massachusetts-Boston,Boston,MA,42.314541,-71.038653,11,12108,0.7077,0.4208,1050,0.1555,0.3864,0.1264,0.1198,0.0015,-2,19355,0.3857,0.5523
875,4,MCPHS University,Boston,MA,42.337036,-71.100964,11,3944,0.8401,0.7105,1074,0.0545,0.4194,0.0363,0.25,0.0013,-2,44449,0.2797,0.7075
876,4,Massachusetts College of Art and Design,Boston,MA,42.33693,-71.099537,11,1781,0.7294,0.7033,1077,0.0298,0.6536,0.0865,0.0719,0.0039,-2,25838,0.2656,0.5684
877,4,Massachusetts Institute of Technology,Cambridge,MA,42.360095,-71.092115,12,4476,0.0788,0.913,1500,0.0561,0.3677,0.1613,0.246,0.0018,-2,59020,0.1826,0.1939
878,4,Massachusetts Maritime Academy,Buzzards Bay,MA,41.740538,-70.623953,22,1395,0.616,0.7017,1105,0.0237,0.8832,0.0287,0.0272,0.0129,-2,22073,0.1897,0.7674
879,4,University of Massachusetts Medical School Worcester,Worcester,MA,42.277589,-71.760689,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
880,4,William James College,Newton,MA,42.295007,-71.203361,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
881,4,Merrimack College,North Andover,MA,42.668352,-71.124216,21,2985,0.7777,0.6783,""" """,0.0325,0.6858,0.0573,0.0141,0.001,30,47996,0.2313,0.6835
882,4,MGH Institute of Health Professions,Boston,MA,42.373635,-71.056518,11,193,""" """,""" """,""" """,0.0674,0.7254,0.0725,0.0933,0.0104,-2,""" """,0,0.8086
883,3,Montserrat College of Art,Beverly,MA,42.550416,-70.876419,21,380,""" """,0.525,""" """,0.05,0.6553,0.0684,0.0158,0.0053,-2,39585,0.4101,0.8228
884,4,Mount Holyoke College,South Hadley,MA,42.257588,-72.573625,21,2161,0.547,0.8027,""" """,0.0615,0.466,0.0773,0.1023,0.0005,-2,55454,0.1947,0.4443
885,4,Mount Ida College,Newton,MA,42.293205,-71.194658,13,1290,0.6849,0.4083,886,0.1085,0.5891,0.1109,0.0248,0.0023,-2,44219,0.3778,0.7713
886,4,School of the Museum of Fine Arts-Boston,Boston,MA,42.338958,-71.096941,11,311,0.9035,0.5116,""" """,0.0322,0.4952,0.135,0.0354,0.0064,-2,54786,0.25,0.5083
887,4,The New England Conservatory of Music,Boston,MA,42.340998,-71.086321,11,389,0.2914,0.875,""" """,0.0154,0.4036,0.0437,0.1054,0,-2,55870,0.1578,0.4362
888,4,New England College of Optometry,Boston,MA,42.351656,-71.086521,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
889,4,New England School of Acupuncture,Newton,MA,42.363713,-71.19491,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
890,4,New England Law-Boston,Boston,MA,42.350833,-71.0665,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
891,3,Newbury College,Brookline,MA,42.331032,-71.142082,21,871,0.7026,0.3467,""" """,0.3594,0.3731,0.1401,0.0563,0.0011,-2,42593,0.5426,0.8015
892,4,Nichols College,Dudley,MA,42.042462,-71.929644,21,1312,0.7628,0.4783,""" """,0.0602,0.8117,0.0678,0.0145,0.0023,-2,46377,0.3216,0.7603
893,4,Massachusetts College of Liberal Arts,North Adams,MA,42.692427,-73.1035,31,1517,0.7227,0.5169,977,0.0936,0.7594,0.0725,0.0171,0.004,-2,20552,0.4623,0.8453
894,3,The New England Institute of Art,Brookline,MA,42.332079,-71.115654,21,555,""" """,0.3736,""" """,0.0739,0.2054,0.1784,0.0234,0.0036,-2,33933,0.534,0.8357
895,4,Northeastern University,Boston,MA,42.339992,-71.088782,11,13492,0.3222,0.8162,1420,0.0336,0.4913,0.0675,0.1092,0.0004,-2,57981,0.1321,0.441
896,4,College of Our Lady of the Elms,Chicopee,MA,42.14179,-72.601541,21,1336,0.7897,0.7811,946,0.0734,0.5202,0.0876,0.0269,0.0075,30,41625,0.4298,0.7506
897,4,Pine Manor College,Chestnut Hill,MA,42.319568,-71.156973,21,401,0.6784,0.3533,780,0.2768,0.0673,0.1621,0.0249,0.0075,-2,38346,0.5719,0.6358
898,4,Pope St John XXIII National Seminary,Weston,MA,42.3455,-71.2717,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,30,""" """,""" """,""" """
899,4,Regis College,Weston,MA,42.351105,-71.309126,21,1166,0.7591,0.4473,""" """,0.2007,0.4726,0.1046,0.0643,0.0034,30,48392,0.3468,0.7441
900,4,Saint John's Seminary,Brighton,MA,42.344146,-71.161998,11,28,""" """,""" """,""" """,0,0.7857,0,0.1071,0,30,""" """,0,0
901,4,Salem State University,Salem,MA,42.502879,-70.889321,21,7180,0.7057,0.4598,984,0.0879,0.6843,0.1173,0.0325,0.0018,-2,20484,0.334,0.5968
902,4,Simmons College,Boston,MA,42.3393,-71.099967,11,1598,0.5216,0.6692,1170,0.0601,0.6752,0.0626,0.0964,0.0019,-2,52348,0.2575,0.7154
903,3,Bard College at Simon's Rock,Great Barrington,MA,42.209241,-73.380008,41,323,0.8939,0.5862,""" """,0.0557,0.5201,0.0248,0.0588,0.0031,-2,60634,0.3255,0.5601
904,4,Smith College,Northampton,MA,42.317933,-72.638094,21,2563,0.4221,0.8678,""" """,0.0476,0.4604,0.0933,0.1303,0.0016,-2,60167,0.2222,0.518
905,4,Springfield College,Springfield,MA,42.105033,-72.555688,12,2136,0.7087,0.6872,1025,0.0463,0.8305,0.0501,0.008,0.0028,-2,45887,0.2336,0.802
906,4,University of Massachusetts-Dartmouth,North Dartmouth,MA,41.628861,-71.005528,22,7185,0.7682,0.4745,1025,0.1267,0.6576,0.0788,0.0348,0.0021,-2,24104,0.3831,0.7186
907,3,Stonehill College,Easton,MA,42.061448,-71.078123,21,2274,0.7696,0.8202,""" """,0.0427,0.8391,0.0453,0.0224,0.0004,30,51977,0.1532,0.6872
908,4,Suffolk University,Boston,MA,42.359134,-71.06192,11,5274,0.8391,0.5453,1049,0.0559,0.3917,0.1147,0.0794,0.0013,-2,46152,0.2955,0.5815
909,4,Tufts University,Medford,MA,42.406994,-71.121689,21,5143,0.1724,0.923,1423,0.0402,0.575,0.0671,0.1102,0.0004,-2,61000,0.1143,0.2886
910,3,Wellesley College,Wellesley,MA,42.293765,-71.307966,21,2172,0.3011,0.9144,1390,0.0576,0.4153,0.093,0.2422,0.0005,-2,59092,0.1795,0.3246
911,4,Wentworth Institute of Technology,Boston,MA,42.336632,-71.094983,11,4295,0.8264,0.6371,1116,0.048,0.607,0.0328,0.065,0.0023,-2,46112,0.266,0.7121
912,4,Western New England University,Springfield,MA,42.115837,-72.518789,12,2722,0.8015,0.5946,1077,0.0577,0.7421,0.0805,0.0316,0.0018,-2,47447,0.2681,0.748
913,4,Westfield State University,Westfield,MA,42.131589,-72.795673,21,5429,0.7456,0.6269,997,0.0429,0.7849,0.0829,0.0116,0.0024,-2,20536,0.3352,0.6244
914,3,Wheaton College,Norton,MA,41.966813,-71.184167,21,1575,0.6963,0.7714,""" """,0.0571,0.6851,0.0724,0.0425,0.0006,-2,58422,0.2116,0.633
915,4,Wheelock College,Boston,MA,42.342503,-71.10582,11,867,0.8752,0.5513,963,0.1084,0.5975,0.1165,0.0346,0.0012,-2,46164,0.3432,0.7784
916,4,Williams College,Williamstown,MA,42.711669,-73.205888,31,2019,0.1932,0.9535,1452,0.0713,0.5557,0.1204,0.109,0.001,-2,61850,0.1875,0.2634
917,4,Worcester Polytechnic Institute,Worcester,MA,42.275067,-71.808792,12,4123,0.4378,0.8507,""" """,0.0235,0.6216,0.0791,0.0473,0.001,-2,57637,0.1471,0.5793
918,4,Worcester State University,Worcester,MA,42.267534,-71.844019,12,5063,0.613,0.5314,997,0.0695,0.7178,0.0914,0.0383,0.0055,-2,18252,0.2783,0.534
919,4,Adrian College,Adrian,MI,41.898449,-84.059947,32,1570,0.6189,0.5657,1009,0.0962,0.728,0.051,0.0064,0.0019,71,43341,0.4142,0.7884
920,3,Albion College,Albion,MI,42.244603,-84.746088,31,1249,0.6079,0.7175,1125,0.0376,0.799,0.0368,0.0184,0.0024,71,48073,0.2502,0.6129
921,3,Alma College,Alma,MI,43.379236,-84.670073,32,1362,0.7198,0.6075,1101,0.033,0.8355,0.0367,0.0147,0.0066,66,44636,0.2882,0.907
922,4,Andrews University,Berrien Springs,MI,41.962914,-86.356866,31,1629,0.3688,0.5866,1081,0.2063,0.2732,0.1332,0.1357,0.0018,95,35017,0.2934,0.4891
923,4,Aquinas College,Grand Rapids,MI,42.960449,-85.626166,12,1734,0.6509,0.5241,1090,0.0283,0.8449,0.0571,0.011,0.0052,30,37132,0.3274,0.664
924,4,Baker College of Owosso,Owosso,MI,42.987045,-84.170882,32,2489,""" """,0.1473,""" """,0.0297,0.9136,0.0213,0.006,0.004,""" """,18499,0.6437,0.7162
925,4,Baker College,Flint,MI,42.974764,-83.694679,21,3684,""" """,0.0937,""" """,0.1979,0.7258,0.0217,0.0054,0.0046,-2,18597,0.6827,0.7104
926,4,Calvin College,Grand Rapids,MI,42.929916,-85.587548,12,3825,0.7314,0.7369,1182,0.0246,0.7464,0.0332,0.0442,0.0042,35,40694,0.2286,0.5486
927,4,Calvin Theological Seminary,Grand Rapids,MI,42.92992,-85.587354,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,35,""" """,""" """,""" """
928,4,Michigan School of Professional Psychology,Farmington Hills,MI,42.491427,-83.359575,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
929,4,Central Michigan University,Mount Pleasant,MI,43.591137,-84.775275,32,20297,0.6927,0.5554,1050,0.0783,0.7954,0.033,0.0095,0.0067,-2,21828,0.3626,0.7754
930,4,Cleary University,Howell,MI,42.586573,-83.881516,22,438,0.7929,0.4545,990,0.0662,0.8059,0.0251,0.0137,0,-2,18625,0.4822,0.7578
931,4,Cranbrook Academy of Art,Bloomfield Hills,MI,42.568716,-83.25124,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
932,4,College for Creative Studies,Detroit,MI,42.361839,-83.062352,11,1376,0.4561,0.6239,1010,0.0887,0.585,0.0392,0.0422,0.0022,-2,48413,0.3448,0.6764
933,4,Davenport University,Grand Rapids,MI,42.849713,-85.529655,21,6348,0.9338,0.3957,""" """,0.144,0.6326,0.0139,0.0217,0.0047,-2,25082,0.526,0.706
934,4,Michigan State University-College of Law,East Lansing,MI,42.72565,-84.473401,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
935,4,University of Detroit Mercy,Detroit,MI,42.417168,-83.138369,11,2677,0.6906,0.5438,1110,0.1087,0.5622,0.0288,0.0396,0.0037,30,49617,0.2832,0.6063
936,4,Eastern Michigan University,Ypsilanti,MI,42.245751,-83.624499,21,17723,0.6887,0.3655,1028,0.1965,0.6595,0.0403,0.0229,0.0024,-2,19532,0.4391,0.732
937,4,Ferris State University,Big Rapids,MI,43.687464,-85.483509,32,12632,0.7842,0.4303,1010,0.0747,0.7924,0.0371,0.0133,0.0055,-2,21215,0.4124,0.6638
938,4,Kettering University,Flint,MI,43.013112,-83.714356,12,1689,0.7164,0.5714,1223,0.0403,0.7644,0.0308,0.0314,0.0024,-2,51277,0.2613,0.5932
939,3,Grace Bible College,Wyoming,MI,42.919541,-85.692077,13,675,0.7143,0.5192,""" """,0.2178,0.6563,0.04,0.0044,0.0148,79,20621,0.6459,0.8162
940,4,Cornerstone University,Grand Rapids,MI,42.979044,-85.595602,12,2020,0.6884,0.4537,1051,0.1233,0.7866,0.0436,0.0114,0.0069,42,34889,0.4218,0.7441
941,4,Grand Valley State University,Allendale,MI,42.965208,-85.887519,21,21561,0.8043,0.6494,1089,0.0522,0.8325,0.0452,0.0192,0.0036,-2,21907,0.3622,0.6323
942,3,Great Lakes Christian College,Lansing,MI,42.754249,-84.638714,21,160,""" """,0.3036,""" """,0.225,0.6438,0,0.0125,0,48,25648,0.7216,0.768
943,3,Hope College,Holland,MI,42.788052,-86.105376,13,3312,0.7741,0.7975,1185,0.0248,0.8388,0.0761,0.0157,0.0009,49,39856,0.2087,0.5593
944,3,ITT Technical Institute-Wyoming,Wyoming,MI,42.854784,-85.714524,13,312,0.9296,0.3659,""" """,0.1474,0.6923,0.0897,0.0096,0.0096,-2,28127,0.7347,0.7522
945,3,Kalamazoo College,Kalamazoo,MI,42.290382,-85.601317,13,1431,0.6965,0.8159,1239,0.0531,0.6171,0.0943,0.0601,0.0014,-2,50800,0.203,0.5096
946,4,Lake Superior State University,Sault Ste Marie,MI,46.491736,-84.3655,33,2213,0.9109,0.4571,1028,0.0127,0.7926,0.0176,0.0054,0.0863,-2,19524,0.3886,0.5957
947,4,Lawrence Technological University,Southfield,MI,42.474072,-83.25003,13,2798,0.5742,0.4421,1127,0.0565,0.4893,0.0254,0.1712,0.0032,-2,41064,0.1691,0.3162
948,4,Madonna University,Livonia,MI,42.386463,-83.407306,13,2841,0.5859,0.5028,1049,0.1309,0.6371,0.0384,0.007,0.0018,30,24763,0.3189,0.5024
949,4,Marygrove College,Detroit,MI,42.414415,-83.154109,11,881,0.4842,0.1818,800,0.6288,0.1657,0.0488,0.0023,0.0023,30,27622,0.7224,0.8549
950,4,Rochester College,Rochester Hills,MI,42.667521,-83.144959,21,976,0.4059,0.4455,972,0.1609,0.5277,0.0225,0.0092,0.001,74,26820,0.4217,0.6589
951,4,University of Michigan-Ann Arbor,Ann Arbor,MI,42.276061,-83.743121,12,28217,0.3224,0.9087,1380,0.0411,0.6196,0.0426,0.1262,0.0016,-2,26143,0.1569,0.342
952,4,Michigan State University,East Lansing,MI,42.73212,-84.476111,13,38395,0.6609,0.7886,1158,0.0675,0.6813,0.0384,0.0434,0.0021,-2,24323,0.227,0.4632
953,4,Michigan Technological University,Houghton,MI,47.1183,-88.546403,33,5576,0.755,0.6363,1244,0.0129,0.8538,0.0178,0.0099,0.0056,-2,25360,0.2558,0.5886
954,4,University of Michigan-Dearborn,Dearborn,MI,42.317287,-83.231417,13,6906,0.6267,0.5006,1105,0.0986,0.6994,0.0565,0.064,0.0045,-2,17766,0.4296,0.6533
955,4,University of Michigan-Flint,Flint,MI,43.018777,-83.688474,12,6565,0.7864,0.3428,993,0.1298,0.6778,0.0375,0.0178,0.0073,-2,19079,0.4186,0.7203
956,4,Baker College of Muskegon,Muskegon,MI,43.244133,-86.196717,13,3453,""" """,0.1486,""" """,0.1037,0.786,0.0469,0.007,0.0038,""" """,18967,0.6683,0.7123
957,4,Northern Michigan University,Marquette,MI,46.558037,-87.403857,33,7718,0.7209,0.4847,1010,0.0253,0.8601,0.0294,0.0054,0.0216,-2,18865,0.3882,0.6381
958,3,Northwestern Michigan College,Traverse City,MI,44.767608,-85.581808,33,3938,""" """,0.19,""" """,0.0122,0.8514,0.0267,0.0074,0.0198,-2,13009,0.4007,0.3685
959,4,Northwood University-Michigan,Midland,MI,43.628996,-84.276276,13,2808,0.6947,0.5629,1004,0.0894,0.6635,0.0452,0.01,0.0028,-2,34733,0.3374,0.7078
960,4,Oakland University,Rochester Hills,MI,42.67449,-83.220523,21,16528,0.67,0.456,1070,0.081,0.7533,0.0299,0.0428,0.0036,-2,19385,0.3205,0.5314
961,4,Olivet College,Olivet,MI,42.440908,-84.922864,42,945,0.6143,0.3865,917,0.1048,0.7735,0.0635,0.0074,0.0042,76,33155,0.5112,0.8248
962,3,Kuyper College,Grand Rapids,MI,43.02195,-85.592657,21,264,0.7065,0.6563,1030,0.0303,0.7765,0.0152,0.0265,0.0076,79,26557,0.5069,0.7118
963,4,Sacred Heart Major Seminary,Detroit,MI,42.375248,-83.111682,11,178,0.5714,0,""" """,0.0112,0.6573,0.1404,0.0056,0,30,""" """,0.1098,0.1061
964,4,Saginaw Valley State University,University Center,MI,43.55187,-83.96434,41,8453,0.7996,0.4044,1030,0.1064,0.7208,0.0354,0.0071,0.0035,-2,18378,0.3815,0.6502
965,4,Siena Heights University,Adrian,MI,41.905952,-84.015144,32,2254,0.7424,0.5075,1025,0.1238,0.6735,0.0426,0.0115,0.0049,30,33484,0.4113,0.6832
966,4,Spring Arbor University,Spring Arbor,MI,42.206233,-84.551918,23,2632,0.6664,0.5395,1035,0.1094,0.7568,0.0285,0.0084,0.0061,64,33787,0.4544,0.7518
967,3,Finlandia University,Hancock,MI,47.12709,-88.589392,33,464,0.4545,0.3571,910,0.0409,0.7004,0.0409,0.0108,0.0086,39,29789,0.5581,0.7771
968,4,Western Michigan University-Thomas M. Cooley Law School,Lansing,MI,42.731,-84.554429,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
969,4,Walsh College of Accountancy and Business Administration,Troy,MI,42.573888,-83.147197,13,929,""" """,""" """,""" """,0.056,0.8385,0.0226,0.0366,0.0011,-2,""" """,0.3199,0.5805
970,4,Wayne State University,Detroit,MI,42.35861,-83.072864,11,17242,0.7733,0.3431,1070,0.2072,0.5501,0.0429,0.0784,0.0032,-2,21021,0.479,0.601
971,4,Western Michigan University,Kalamazoo,MI,42.282589,-85.61512,13,18450,0.8406,0.5401,1030,0.1204,0.732,0.051,0.0158,0.0043,-2,22013,0.3861,0.6679
972,4,Western Theological Seminary,Holland,MI,42.786227,-86.101897,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,49,""" """,""" """,""" """
973,3,Academy College,Bloomington,MN,44.85621,-93.299681,13,119,""" """,0.1429,""" """,0.1176,0.6218,0.0504,0.084,0.0084,-2,35081,0.5369,0.6913
974,4,Augsburg College,Minneapolis,MN,44.965636,-93.241418,11,2552,0.6802,0.6264,1074,0.1066,0.5846,0.0654,0.0772,0.0102,39,44986,0.433,0.7043
975,4,Bemidji State University,Bemidji,MN,47.482505,-94.874529,33,4386,0.9353,0.4573,1010,0.0176,0.8536,0.0201,0.0091,0.0269,-2,18549,0.3467,0.6099
976,3,Bethany Lutheran College,Mankato,MN,44.166485,-93.990744,13,503,0.7768,0.547,1070,0.0278,0.8708,0.0318,0.004,0.006,99,33417,0.3972,0.7599
977,4,Bethel University,Saint Paul,MN,45.057091,-93.159295,21,2936,0.9543,0.7405,1146,0.0484,0.8478,0.0276,0.031,0.001,54,43974,0.2725,0.6636
978,4,Bethel Seminary-St Paul,Saint Paul,MN,45.058775,-93.159786,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,54,""" """,""" """,""" """
979,3,Carleton College,Northfield,MN,44.462304,-93.154662,32,2042,0.2277,0.9303,1408,0.0387,0.6499,0.0637,0.0901,0.0015,-2,60401,0.135,0.4714
980,4,Concordia College at Moorhead,Moorhead,MN,46.859423,-96.765567,22,2296,0.6428,0.7242,1166,0.0157,0.8397,0.017,0.02,0.0052,39,42829,0.2303,0.6705
981,4,Concordia University-Saint Paul,Saint Paul,MN,44.9502,-93.154971,11,2167,0.5324,0.4645,""" """,0.1251,0.6396,0.0401,0.0632,0.0065,68,28984,0.3744,0.6374
982,4,Martin Luther College,New Ulm,MN,44.3046,-94.473422,32,744,0.9732,0.7168,1125,0.0081,0.9409,0.0094,0.0054,0.0013,33,21524,0.3277,0.7457
983,3,Duluth Business University,Duluth,MN,46.742888,-92.157379,13,179,""" """,0.4571,""" """,0.0223,0.9441,0,0.0056,0.0223,-2,33065,0.7463,0.8905
984,4,Globe University-Woodbury,Woodbury,MN,44.946656,-92.941145,21,691,""" """,0.4426,""" """,0.0478,0.7771,0.0535,0.0507,0.0145,-2,26015,0.5735,0.7138
985,3,Gustavus Adolphus College,Saint Peter,MN,44.324968,-93.971928,31,2455,0.6107,0.8149,""" """,0.0187,0.844,0.033,0.0395,0.0008,39,50008,0.2536,0.6709
986,4,Hamline University,Saint Paul,MN,44.965696,-93.163983,11,2157,0.6959,0.6459,1101,0.0603,0.7232,0.0626,0.0593,0.0046,71,44883,0.378,0.7033
987,4,Hazelden Betty Ford Graduate School of Addiction Studies,Center City,MN,45.377896,-92.796687,41,1,""" """,""" """,""" """,0,1,0,0,0,-2,""" """,""" """,""" """
988,3,The Art Institutes International-Minnesota,Minneapolis,MN,44.976003,-93.276322,11,932,""" """,0.3418,""" """,0.147,0.6052,0.0547,0.0483,0.0182,-2,31739,0.5771,0.8019
989,4,Luther Seminary,Saint Paul,MN,44.984815,-93.196754,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,39,""" """,""" """,""" """
990,3,Macalester College,Saint Paul,MN,44.936709,-93.169855,11,2053,0.3635,0.9017,1354,0.0234,0.6595,0.0599,0.0706,0.0005,66,57478,0.1775,0.4581
991,4,Minnesota State University-Mankato,Mankato,MN,44.147253,-93.998494,13,12332,0.6658,0.5036,1010,0.05,0.7797,0.0358,0.0354,0.0022,-2,17355,0.2869,0.5862
992,4,Mayo Medical School,Rochester,MN,44.020808,-92.466417,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
993,4,Mayo School of Health Sciences,Rochester,MN,44.022784,-92.466645,12,199,""" """,""" """,""" """,0.0302,0.8291,0.0151,0.0352,0,-2,""" """,0.0789,0.2719
994,4,Argosy University-Twin Cities,Eagan,MN,44.837284,-93.173871,13,1072,""" """,0.3699,""" """,0.0933,0.7733,0.0392,0.0578,0.0131,-2,23567,0.4924,0.7808
995,4,Metropolitan State University,Saint Paul,MN,44.957017,-93.074153,11,7280,1,0.339,""" """,0.1853,0.563,0.0486,0.1245,0.0073,-2,19052,0.4294,0.5215
996,4,University of Minnesota-Twin Cities,Minneapolis,MN,44.977886,-93.235352,11,30135,0.4535,0.784,1271,0.0392,0.7037,0.0322,0.0886,0.0026,-2,24551,0.2076,0.4344
997,3,University of Minnesota-Crookston,Crookston,MN,47.802021,-96.609863,32,1876,0.7196,0.479,1006,0.0698,0.7974,0.0267,0.0245,0.0043,-2,22394,0.218,0.3741
998,4,Minneapolis College of Art and Design,Minneapolis,MN,44.956988,-93.274694,11,658,0.6441,0.6408,1088,0.041,0.576,0.0684,0.079,0.0106,-2,42990,0.3474,0.8895
999,3,Herzing University-Minneapolis,Minneapolis,MN,45.056273,-93.366498,21,263,1,0.675,""" """,0.0913,0.5513,0.0114,0.0875,0.0038,-2,22736,0.584,0.8206
1000,3,Crossroads College,Rochester,MN,43.997064,-92.476297,12,96,0.9032,0.3333,""" """,0.1875,0.6354,0.0625,0.0104,0.0104,48,26410,0.5842,0.7228
1001,4,University of Minnesota-Duluth,Duluth,MN,46.818896,-92.085177,13,9120,0.7678,0.5924,1110,0.0206,0.8647,0.023,0.031,0.0056,-2,23153,0.2417,0.5838
1002,3,University of Minnesota-Morris,Morris,MN,45.589829,-95.901756,33,1803,0.6359,0.6676,1148,0.0139,0.6395,0.0372,0.0316,0.0682,-2,23135,0.2965,0.4985
1003,4,Minnesota School of Business-Richfield,Richfield,MN,44.865436,-93.297366,21,673,""" """,0.3226,""" """,0.0728,0.7667,0.052,0.0461,0.0149,-2,26592,0.5438,0.7254
1004,4,Minnesota State University Moorhead,Moorhead,MN,46.866482,-96.763376,22,5496,0.8419,0.4193,1049,0.0275,0.7773,0.0269,0.0131,0.0078,-2,18680,0.3245,0.637
1005,3,National American University-Roseville,Roseville,MN,45.009683,-93.170514,21,264,""" """,0.4118,""" """,0.3295,0.4129,0.0152,0.1174,0.0341,-2,""" """,0.7278,0.8167
1006,3,Sanford-Brown College-Mendota Heights,Mendota Heights,MN,44.86523,-93.163291,21,150,""" """,0.4949,""" """,0.04,0.36,0.02,0.0467,0.0067,-2,22673,0.6043,0.8391
1007,3,North Central University,Minneapolis,MN,44.969389,-93.261429,11,928,0.912,0.4729,1062,0.0291,0.611,0.0668,0.0129,0.0011,27,30203,0.3736,0.6802
1008,4,University of Northwestern-St Paul,Saint Paul,MN,45.032969,-93.171579,21,1945,0.6954,0.6681,1110,0.0432,0.8416,0.035,0.0406,0.0005,79,39702,0.2429,0.4601
1009,4,Northwestern Health Sciences University,Bloomington,MN,44.85097,-93.311218,13,119,""" """,0,""" """,0.0336,0.7563,0.0588,0.0588,0,-2,24990,0.3186,0.5575
1010,3,Oak Hills Christian College,Bemidji,MN,47.425836,-94.901701,33,124,0.6667,0.2083,964,0.0242,0.879,0.0323,0.0161,0.0403,42,26034,0.6544,0.6176
1011,3,College of Saint Benedict,Saint Joseph,MN,45.558609,-94.31902,22,2020,0.8218,0.8131,1179,0.0238,0.8109,0.048,0.0574,0.0069,30,49920,0.2418,0.6524
1012,4,Saint Cloud State University,Saint Cloud,MN,45.552418,-94.153,13,10878,0.8219,0.4476,1010,0.0644,0.7464,0.029,0.0558,0.0041,-2,18142,0.295,0.4798
1013,4,Saint Johns University,Collegeville,MN,45.580538,-94.39268,41,1789,0.7876,0.8048,1155,0.0347,0.8099,0.0531,0.0307,0.0078,30,48520,0.1951,0.6205
1014,4,Saint Mary's University of Minnesota,Winona,MN,44.045322,-91.696652,32,1859,0.7424,0.646,1067,0.0441,0.5514,0.0613,0.0178,0.0043,30,39736,0.3038,0.6144
