,HIGHDEG,INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,LOCALE,UGDS,ADM_RATE,C150_4,SAT_AVG,UGDS_BLACK,UGDS_WHITE,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,RELAFFIL,COSTT4_A,PCTPELL,PCTFLOAN
2629,3,Expression College for Digital Arts,Emeryville,CA,37.847631,-122.2954,21,445,""" """,0.6294,""" """,0.0809,0.3034,0.0944,0.0629,0.009,-2,31795,0.5797,0.7736
2630,3,Daymar College-Bellevue,Bellevue,KY,39.084046,-84.481993,21,29,""" """,0.3889,""" """,0.2414,0.7241,0,0,0,-2,27588,0.8247,0.9072
2631,3,Minnesota School of Business-Rochester,Rochester,MN,44.071382,-92.499491,12,177,""" """,0.4744,""" """,0.0169,0.6215,0.0395,0.0113,0.0056,-2,26420,0.625,0.7955
2632,3,Georgia Gwinnett College,Lawrenceville,GA,33.979915,-84.001135,21,10387,""" """,0.2659,""" """,0.3188,0.3772,0.1519,0.0852,0.0013,-2,16039,0.5289,0.4827
2633,4,Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,33.52289,-112.068783,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2634,4,University of East-West Medicine,Sunnyvale,CA,37.3864,-121.997011,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2635,4,SUM Bible College and Theological Seminary,Oakland,CA,37.734083,-122.177765,11,463,""" """,0.2083,""" """,0.1814,0.4665,0.1685,0.0043,0,27,27001,0.7098,0.9023
2636,3,Careers Unlimited,Orem,UT,40.274853,-111.7314,13,177,""" """,1,""" """,0.0056,0.8701,0.0395,0.0226,0,-2,""" """,0.3409,0.8182
2637,4,Doane University-Graduate and Professional Studies,Lincoln,NE,40.815541,-96.650758,11,656,""" """,0,""" """,0.0625,0.8506,0.0351,0.0198,0.0107,-2,19715,0.4415,0.6671
2638,4,Shorter University-College of Adult & Professional Programs,Marietta,GA,33.92764,-84.482301,13,677,0.4444,0.4836,""" """,0.6898,0.2304,0.0281,0.0015,0.003,75,31636,0.6584,0.7831
2639,3,The Art Institute of Indianapolis,Indianapolis,IN,39.920272,-86.221906,11,834,""" """,0.3495,""" """,0.2722,0.5791,0.0695,0.024,0.006,-2,27320,0.6323,0.8271
2640,3,ITT Technical Institute-Charlotte South,Charlotte,NC,35.182074,-80.921103,11,319,0.953,0.2567,""" """,0.5674,0.2476,0.1034,0.0282,0.0063,-2,28098,0.8184,0.8049
2641,3,ITT Technical Institute-Clovis,Clovis,CA,36.836556,-119.701347,21,395,0.9521,0.411,""" """,0.0684,0.2835,0.4557,0.0481,0.0304,-2,27371,0.8223,0.795
2642,3,ITT Technical Institute-Swartz Creek,Swartz Creek,MI,42.96569,-83.801977,21,370,0.9841,0.3664,""" """,0.2324,0.6946,0.0216,0.0054,0.0081,-2,26580,0.7786,0.7786
2643,3,ITT Technical Institute-Lexington,Lexington,KY,38.008887,-84.430416,11,348,0.8051,0.25,""" """,0.2586,0.6753,0.0172,0.0115,0,-2,28009,0.814,0.8017
2644,3,ITT Technical Institute-Maumee,Maumee,OH,41.611157,-83.689131,21,195,0.8842,0.4538,""" """,0.1846,0.6821,0.0718,0,0.0154,-2,27266,0.8447,0.7991
2645,3,ITT Technical Institute-Oklahoma City,Oklahoma City,OK,35.522152,-97.545276,11,330,0.6827,0.3158,""" """,0.2909,0.4788,0.0879,0.0333,0.0455,-2,28383,0.7132,0.8407
2646,3,ITT Technical Institute-Tulsa,Tulsa,OK,36.09958,-95.838251,11,471,0.6945,0.3731,""" """,0.1338,0.5945,0.0531,0.0234,0.1295,-2,27362,0.7399,0.8516
2647,4,University of Phoenix-South Carolina,Columbia,SC,34.098845,-80.955852,21,487,""" """,0.0949,""" """,0.5195,0.1129,0.0349,0.0021,0.0082,-2,23291,0.6574,0.6323
2648,3,Argosy University-The Art Institute of California-Inland Empire,San Bernardino,CA,34.07184,-117.270681,12,1974,""" """,0.3374,""" """,0.1287,0.1864,0.5167,0.0334,0.0076,-2,31948,0.7702,0.8617
2649,3,National American University-Zona Rosa,Kansas City,MO,38.967346,-94.500869,11,382,""" """,0,""" """,0.2042,0.6728,0.0497,0.0026,0.0079,-2,19134,0.7883,0.9245
2650,3,Westwood College-Annandale,Annandale,VA,38.832088,-77.209797,21,264,""" """,0.2424,""" """,0.4205,0.1098,0.2197,0.0341,0.0038,-2,31553,0.6092,0.6724
2651,3,Rasmussen College-Illinois,Rockford,IL,42.267628,-88.998854,12,1564,""" """,0.2,""" """,0.2302,0.5806,0.0703,0.0166,0.009,-2,22233,0.6293,0.8338
2652,4,Argosy University-Denver,Denver,CO,39.65615,-104.901681,11,125,""" """,0,""" """,0.168,0.56,0.192,0.008,0.04,-2,24368,0.6623,0.7285
2653,3,CollegeAmerica-Colorado Springs,Colorado Springs,CO,38.840858,-104.760241,11,350,""" """,0.3928,""" """,0.1657,0.5057,0.1543,0.0086,0.0143,-2,29366,0.7962,0.7074
2654,3,CollegeAmerica-Fort Collins,Fort Collins,CO,40.568371,-105.092393,12,133,""" """,0.3939,""" """,0.0226,0.5789,0.2556,0.0075,0.0226,-2,28656,0.7358,0.7358
2655,3,The Robert B Miller College,Battle Creek,MI,42.333225,-85.178861,13,239,""" """,""" """,""" """,0.0544,0.5356,0.0251,0,0,-2,""" """,0.5976,0.7713
2656,4,University of Phoenix-Connecticut,Norwalk,CT,41.09697,-73.443992,13,19,""" """,0.5,""" """,0.3684,0.1579,0.0526,0,0,-2,""" """,0.6,0.65
2657,4,University of South Florida-St Petersburg,St. Petersburg,FL,27.762618,-82.635657,12,3829,0.3534,0.3182,1162,0.0739,0.6751,0.1525,0.0405,0.0029,-2,18325,0.4104,0.4631
2658,4,Arizona State University-Downtown Phoenix,Phoenix,AZ,33.45343,-112.073231,11,9113,0.7886,0.5833,1083,0.0627,0.5344,0.2735,0.0446,0.0244,-2,23298,0.4088,0.5786
2659,3,The Art Institute of Tennessee-Nashville,Nashville,TN,36.154574,-86.635403,11,822,""" """,0.4455,""" """,0.2421,0.4781,0.0718,0.0085,0.0073,-2,31898,0.6821,0.8305
2660,4,Strayer University-Florida,Tampa,FL,27.99004,-82.548221,21,1919,""" """,0.4444,""" """,0.4351,0.2152,0.2454,0.0156,0.0036,-2,32064,0.5447,0.5913
2661,4,American Public University System,Charles Town,WV,39.288383,-77.859781,31,44924,""" """,0.4561,""" """,0.216,0.5539,0.1032,0.0171,0.0069,-2,14542,0.3255,0.3388
2662,3,Huntsville Bible College,Huntsville,AL,34.750363,-86.594888,12,118,""" """,""" """,""" """,0.9831,0.0169,0,0,0,42,13300,0.8136,0.7627
2663,3,Bais Medrash Toras Chesed,Lakewood,NJ,40.099704,-74.21127,13,111,0.4848,0.1923,""" """,0,0.982,0,0,0,-2,15000,0.4153,0
2664,3,Visible Music College,Memphis,TN,35.14455,-90.049231,11,112,0.2398,0.5,1031,0.1875,0.6696,0.0536,0.0089,0,42,32600,0.4915,0.7627
2665,4,University of the West,Rosemead,CA,34.045985,-118.082964,21,116,""" """,1,""" """,0.0086,0.0603,0.5,0.1379,0,-2,20075,0.3084,0.2617
2666,4,South University-Tampa,Tampa,FL,27.982269,-82.500357,11,593,""" """,0.1429,""" """,0.2361,0.4064,0.2597,0.0607,0.0084,-2,27602,0.6086,0.7385
2667,4,Appalachian College of Pharmacy,Oakwood,VA,37.211496,-82.005227,43,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2668,4,Averett University-Non-Traditional Programs,Danville,VA,36.577257,-79.413195,32,702,""" """,0,""" """,0.1339,0.1467,0.0043,0.0071,0.0028,54,26575,0.3392,0.4937
2669,3,The Art Institute of Salt Lake City,Draper,UT,40.534174,-111.895543,21,375,""" """,0.3519,""" """,0,0.0533,0.1653,0.0027,0,-2,27173,0.7039,0.8562
2670,3,The Art Institute of Charleston,Charleston,SC,32.781424,-79.926971,12,554,""" """,0.3583,""" """,0.2329,0.2635,0.065,0.0181,0.0018,-2,32548,0.6516,0.818
2671,3,Argosy University-The Art Institute of California-Sacramento,Sacramento,CA,38.62211,-121.519083,11,993,""" """,0.3148,""" """,0.0373,0.2125,0.2598,0.0302,0.002,-2,32486,0.7139,0.8363
2672,3,ITT Technical Institute-St Petersburg,Tampa,FL,27.98277,-82.547431,21,151,""" """,0.3,""" """,0.2185,0.5629,0.1258,0.0464,0.0066,-2,""" """,0.787,0.7609
2673,3,ITT Technical Institute-Baton Rouge,Baton Rouge,LA,30.36585,-91.024815,21,641,0.9454,0.2899,""" """,0.5913,0.3432,0.0265,0.0125,0.0031,-2,26940,0.7439,0.7454
2674,3,ITT Technical Institute-Columbia,Columbia,SC,34.03282,-81.104851,12,315,0.9508,0.3243,""" """,0.6984,0.219,0.0222,0.0127,0.0032,-2,28083,0.7591,0.6275
2675,3,ITT Technical Institute-Wichita,Wichita,KS,37.74162,-97.242461,11,189,0.7412,0.2979,""" """,0.1587,0.5026,0.1111,0.0317,0.0212,-2,28141,0.769,0.8086
2676,3,ITT Technical Institute-Atlanta,Atlanta,GA,33.612408,-84.405422,21,475,0.8821,0.3415,""" """,0.8442,0.0821,0.0232,0.0063,0,-2,27698,0.8012,0.7743
2677,3,ITT Technical Institute-Mobile,Mobile,AL,30.668032,-88.119728,12,733,0.8414,0.2609,""" """,0.6112,0.3383,0.0136,0.0055,0.015,-2,27484,0.8377,0.8464
2678,3,ITT Technical Institute-Chattanooga,Chattanooga,TN,35.009886,-85.215739,12,226,0.947,0.2647,""" """,0.2301,0.6681,0.0442,0.0088,0.0088,-2,27156,0.8301,0.7718
2679,3,ITT Technical Institute-South Bend,South Bend,IN,41.711631,-86.20392,21,223,0.63,0.4574,""" """,0.3004,0.5874,0.0448,0.009,0,-2,27428,0.7424,0.797
2680,4,Strayer University-Delaware,Newark,DE,39.6862,-75.659921,21,234,""" """,0.5,""" """,0.5,0.3632,0.0726,0.0085,0.0043,-2,""" """,0.4706,0.5961
2681,4,Brite Divinity School,Fort Worth,TX,32.709543,-97.361561,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,61,""" """,""" """,""" """
2682,4,Strayer University-Alabama,Birmingham,AL,33.43873,-86.717661,12,422,""" """,0,""" """,0.7488,0.173,0.019,0.0024,0.0024,-2,32064,0.5848,0.6785
2683,3,Broadview University-Layton,Layton,UT,41.068684,-111.981552,21,118,""" """,0.5,""" """,0.0085,0.7458,0.1271,0.0169,0.0254,-2,25194,0.6687,0.7178
2684,3,International Academy of Design and Technology-Sacramento,Sacramento,CA,38.655362,-121.520835,11,60,""" """,0.3846,""" """,0.1,0.1833,0.0333,0.0833,0,-2,""" """,0.7047,0.8705
2685,4,University of Phoenix-Alabama,Birmingham,AL,33.417172,-86.683445,13,198,""" """,0.1008,""" """,0.5152,0.2121,0.0303,0,0,-2,23490,0.7306,0.6679
2686,3,Sanford-Brown College-San Antonio,San Antonio,TX,29.518459,-98.557972,11,418,""" """,0.425,""" """,0.1029,0.1675,0.2823,0.0191,0.0024,-2,22155,0.7697,0.8989
2687,3,University of Phoenix-Washington DC,Washington,DC,38.897855,-77.009974,11,251,""" """,0.1515,""" """,0.4382,0.0438,0.0398,0.004,0,-2,23300,0.5149,0.5248
2688,4,Argosy University-Inland Empire,Ontario,CA,34.06641,-117.578381,12,367,""" """,0,""" """,0.3433,0.1362,0.4169,0.0218,0.0027,-2,26907,0.7416,0.7597
2689,4,Argosy University-Nashville,Nashville,TN,36.154664,-86.634674,11,216,""" """,""" """,""" """,0.463,0.4722,0.0463,0.0046,0,-2,24169,0.7005,0.7536
2690,4,Argosy University-San Diego,San Diego,CA,32.775512,-117.158047,11,234,""" """,""" """,""" """,0.3205,0.3034,0.2479,0.0641,0,-2,28383,0.5074,0.4556
2691,3,Rasmussen College-Wisconsin,Green Bay,WI,44.526244,-88.080783,12,1127,""" """,0.2344,""" """,0.0098,0.6593,0.0053,0.0186,0.0186,-2,23120,0.6801,0.7691
2692,4,LIU Riverhead,Riverhead,NY,40.876143,-72.6991,41,39,""" """,""" """,""" """,0,0.6667,0.1538,0.0256,0.0256,-2,""" """,0.5536,0.7321
2693,4,Columbia Southern University,Orange Beach,AL,30.330964,-87.652505,31,15286,""" """,0.5177,""" """,0.2299,0.5834,0.064,0.0165,0.0088,-2,13497,0.2863,0.3346
2694,4,Arizona Summit Law School,Phoenix,AZ,33.44871,-112.073152,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2695,4,Trident University International,Cypress,CA,33.805244,-118.034759,21,2902,0.9351,0.4604,""" """,0.1082,0.172,0.1282,0.0238,0.0062,-2,15233,0.1917,0.1537
2696,4,Digital Media Arts College,Boca Raton,FL,26.39558,-80.110711,13,289,""" """,0.3125,""" """,0.2007,0.3668,0.2734,0.0277,0,-2,24071,0.7122,0.5572
2697,4,Academy for Five Element Acupuncture,Gainesville,FL,29.650075,-82.321994,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2698,4,Wolford College,Naples,FL,26.268251,-81.791959,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2699,3,Yeshivas Be'er Yitzchok,Elizabeth,NJ,40.682465,-74.213255,21,49,1,""" """,""" """,0,0.9796,0,0,0,-2,27160,0.6066,0
2700,3,Yeshiva Toras Chaim,Lakewood,NJ,40.098692,-74.182143,21,215,1,0.0175,""" """,0,0.9581,0,0,0,-2,18243,0.5989,0
2701,3,Talmudical Seminary of Bobov,Brooklyn,NY,40.634729,-73.995267,11,327,0.9577,0.4848,""" """,0,1,0,0,0,80,13441,0.9492,0
2702,4,Charleston School of Law,Charleston,SC,32.790803,-79.938087,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2703,3,The Art Institute of Pittsburgh-Online Division,Pittsburgh,PA,40.43748,-79.999455,11,9374,""" """,0.1036,""" """,0.1918,0.6057,0.1116,0.0117,0.0133,-2,28930,0.6743,0.6989
2704,4,University of South Florida-Sarasota-Manatee,Sarasota,FL,27.391766,-82.562951,21,1690,0.3393,""" """,1105,0.0675,0.7166,0.1426,0.0213,0.0041,-2,13925,0.4179,0.4603
2705,3,Brown Mackie College-Indianapolis,Indianapolis,IN,39.783638,-86.157795,11,995,""" """,0.2542,""" """,0.6905,0.2482,0.0442,0.005,0.007,-2,24287,0.8699,0.8142
2706,3,CollegeAmerica-Cheyenne,Cheyenne,WY,41.175818,-104.827868,13,60,""" """,0.1828,""" """,0.0667,0.65,0.2,0,0,-2,29312,0.8519,0.8642
2707,3,Centro de Estudios Multidisciplinarios-Bayamon,Bayamón,PR,18.398812,-66.155641,21,607,""" """,0.6307,""" """,0,0,1,0,0,-2,11131,0.9588,0
2708,3,Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,43.043215,-88.050983,21,698,""" """,0.2712,""" """,0.2006,0.6275,0.0716,0.0301,0.0043,-2,21281,0.6495,0.888
2709,3,Minnesota School of Business-Blaine,Blaine,MN,45.160645,-93.168177,41,231,""" """,0.5224,""" """,0.0216,0.8182,0.013,0.0303,0.0043,-2,23589,0.5646,0.7418
2710,3,The Art Institute of Michigan,Novi,MI,42.498643,-83.442576,13,972,""" """,0.4167,""" """,0.1718,0.2366,0.0586,0.0113,0.0031,-2,30097,0.6432,0.8754
2711,3,The Art Institute of Austin,Austin,TX,30.479556,-97.676358,13,1189,""" """,0.381,""" """,0.1497,0.3608,0.3474,0.0151,0.0067,-2,30833,0.5655,0.7261
2712,3,Argosy University-The Art Institute of California-Silicon Valley,Sunnyvale,CA,37.37317,-121.99938,12,436,""" """,0.4286,""" """,0.0436,0.2225,0.3945,0.1743,0.0092,-2,32559,0.6526,0.8684
2713,3,National American University-Austin,Austin,TX,30.43869,-97.697651,11,207,""" """,0.25,""" """,0.3865,0.3816,0.1304,0.0097,0,-2,""" """,0.7992,0.9055
2714,3,National American University-Wichita,Wichita,KS,37.722498,-97.251731,11,259,""" """,""" """,""" """,0.4093,0.4093,0.0541,0.0116,0.027,-2,""" """,0.8187,0.808
2715,3,ITT Technical Institute-Cary,Cary,NC,35.75615,-78.732511,21,278,0.9712,0.2364,""" """,0.4676,0.3345,0.0971,0.0216,0.0144,""" """,28711,0.805,0.7872
2716,3,ITT Technical Institute-Madison,Madison,AL,34.673838,-86.761493,21,345,0.7259,0.2258,""" """,0.3594,0.5594,0.0319,0.0145,0.0087,-2,27732,0.7527,0.7715
2717,3,ITT Technical Institute-Clive,Clive,IA,41.609177,-93.77785,21,147,0.9322,0.2571,""" """,0.1429,0.6939,0.0816,0.0272,0,-2,29318,0.7356,0.7212
2718,3,ITT Technical Institute-Columbus,Columbus,OH,39.934326,-82.869711,11,335,0.7809,0.2128,""" """,0.4627,0.403,0.0328,0,0.003,-2,27651,0.7507,0.7826
2719,3,ITT Technical Institute-Phoenix,Phoenix,AZ,33.578675,-112.114931,11,241,0.8295,0.2967,""" """,0.1701,0.4357,0.2324,0.0207,0.0622,-2,28773,0.7692,0.8219
2720,3,ITT Technical Institute-Madison,Madison,WI,43.036277,-89.380335,21,141,0.9762,0.25,""" """,0.1277,0.7092,0.0709,0.0355,0.0071,-2,28336,0.7584,0.764
2721,3,ITT Technical Institute-High Point,High Point,NC,36.051087,-79.95817,12,426,0.6783,0.2281,""" """,0.5023,0.3873,0.0446,0.0117,0.0141,-2,27927,0.7406,0.8071
2722,3,The Art Institutes International–Kansas City,Lenexa,KS,38.979003,-94.709655,21,376,""" """,0.1739,""" """,0.133,0.609,0.0984,0.0106,0.0106,-2,31064,0.6182,0.8505
2723,3,The Art Institute of Raleigh-Durham,Durham,NC,35.992754,-78.904709,12,610,""" """,0.1765,""" """,0.5,0.3311,0.0787,0.0049,0.0197,-2,31252,0.6735,0.7785
2724,4,Argosy University-Salt Lake City,Draper,UT,40.534344,-111.895536,21,95,""" """,""" """,""" """,0.0421,0.8316,0.1053,0,0,-2,""" """,0.6852,0.713
2725,4,Strayer University-North Carolina,Morrisville,NC,35.86518,-78.822371,21,2494,""" """,0.125,""" """,0.6816,0.1901,0.0453,0.0056,0.0064,-2,32064,0.5519,0.6263
2726,4,Strayer University-New Jersey,Cherry Hill,NJ,39.93909,-75.016011,21,646,""" """,0.0909,""" """,0.5124,0.2353,0.1455,0.0279,0.0031,-2,32064,0.4063,0.5705
2727,3,The King’s College,New York,NY,40.639967,-74.117851,11,482,0.7039,0.5294,1127,0.0373,0.7324,0.1058,0.0332,0.0062,42,48437,0.3023,0.7694
2728,4,Chamberlain College of Nursing-Illinois,Addison,IL,41.949727,-88.038558,21,13271,0.6,1,""" """,0.1057,0.4728,0.0773,0.0509,0.002,-2,31266,0.262,0.6711
2729,3,Chamberlain College of Nursing-Ohio,Columbus,OH,39.940449,-82.940493,11,729,0.871,0.4167,""" """,0.1893,0.6982,0.0343,0.0288,0,-2,28670,0.4678,0.8876
2730,3,Chamberlain College of Nursing-Arizona,Phoenix,AZ,33.56573,-112.104421,11,568,0.5,0.4,""" """,0.0475,0.6144,0.169,0.0669,0.0194,-2,34098,0.5301,0.8874
2731,4,Ottawa University-Online,Ottawa,KS,38.602692,-95.263775,32,312,""" """,""" """,""" """,0.1474,0.5737,0.0609,0.0224,0.0577,52,""" """,0.3655,0.4726
2732,3,Broadview University-Orem,Orem,UT,40.314203,-111.72321,13,98,""" """,0.5,""" """,0.0102,0.8673,0.102,0,0,-2,25108,0.6935,0.8145
2733,4,Taft University System,Denver,CO,39.70586,-104.932501,21,0,""" """,""" """,""" """,0,0,0,0,0,-2,""" """,0,0
2734,4,Aspen University,Denver,CO,39.703696,-104.939873,21,231,""" """,""" """,""" """,0.1255,0.329,0.0519,0.026,0.0043,-2,17442,0.204,0.2444
2735,4,Institute of Taoist Education and Acupuncture,Louisville,CO,39.987278,-105.138528,23,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2736,3,Denver School of Nursing,Denver,CO,39.753041,-104.994627,11,790,""" """,""" """,""" """,0.0494,0.6949,0.0747,0.0557,0.0076,-2,""" """,0.3175,0.8118
2737,4,Urshan Graduate School of Theology,Florissant,MO,38.801695,-90.364462,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,79,""" """,""" """,""" """
2738,4,Charlotte School of Law,Charlotte,NC,35.22477,-80.843091,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2739,4,Daoist Traditions College of Chinese Medical Arts,Asheville,NC,35.606831,-82.568537,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2740,3,Yeshiva of Machzikai Hadas,Brooklyn,NY,40.638341,-73.987833,11,373,1,0.3871,""" """,0,1,0,0,0,-2,24260,0.7867,0
2741,4,Pacific Northwest University of Health Sciences,Yakima,WA,46.602872,-120.45598,22,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2742,4,The Chicago School of Professional Psychology at Irvine,Irvine,CA,33.650533,-117.838396,12,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2743,3,Minnesota School of Business-Moorhead,Moorhead,MN,46.848594,-96.72303,41,133,""" """,0.5455,""" """,0.015,0.8571,0.0451,0,0.0075,-2,26555,0.4615,0.6868
2744,3,Brown Mackie College-Boise,Boise,ID,43.590789,-116.295147,12,356,""" """,0.378,""" """,0.0365,0.8343,0.0983,0.0084,0.0112,-2,24279,0.8295,0.7354
2745,3,Brown Mackie College-Tulsa,Tulsa,OK,36.09694,-95.853318,11,543,""" """,0.4,""" """,0.2689,0.5599,0.0516,0.0166,0.0976,-2,23704,0.8079,0.7632
2746,4,The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,34.047983,-118.257204,11,16,""" """,""" """,""" """,0.1875,0.5,0.1875,0,0,-2,""" """,""" """,""" """
2747,4,The Chicago School of Professional Psychology at Westwood,Los Angeles,CA,34.059306,-118.446059,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """
2748,3,Providence Christian College,Pasadena,CA,34.17308,-118.119911,12,91,0.4455,0.6,""" """,0.022,0.6374,0.2088,0.033,0,88,37961,0.4706,0.7059
2749,4,Institute of World Politics,Washington,DC,38.910537,-77.036112,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2750,4,Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,38.932716,-76.997896,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,30,""" """,""" """,""" """
2751,4,Vermont College of Fine Arts,Montpelier,VT,44.25521,-72.567616,32,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2752,3,The Art Institute of Washington-Dulles,Sterling,VA,39.035205,-77.43001,21,191,""" """,""" """,""" """,0.199,0.3979,0.1623,0.0838,0.0052,-2,28915,0.5103,0.7613
2753,3,Virginia College-Charleston,North Charleston,SC,32.906099,-80.023116,13,414,""" """,""" """,""" """,0.7101,0.2295,0.0411,0.0048,0,-2,20912,0.8585,0.7807
2754,3,Sanford-Brown College-Online,Tampa,FL,28.02103,-82.520771,21,957,""" """,0.1484,""" """,0.2487,0.4754,0.0815,0.0167,0.0084,-2,21359,0.7434,0.8969
2755,4,Argosy University-Phoenix Online Division,Phoenix,AZ,33.566817,-112.107494,11,8349,""" """,0.0719,""" """,0.317,0.5118,0.0866,0.0055,0.0134,-2,33237,0.719,0.6446
2756,3,ITT Technical Institute-Springfield,Springfield,MO,37.154882,-93.275957,12,166,0.9024,""" """,""" """,0.1024,0.8072,0.0181,0.012,0.0241,-2,27490,0.9078,0.7816
2757,3,ITT Technical Institute-Concord,Concord,CA,37.975746,-122.054354,21,233,0.8804,""" """,""" """,0.1717,0.3004,0.2403,0.1674,0.0043,-2,26428,0.6783,0.7636
2758,3,ITT Technical Institute-Fort Myers,Fort Myers,FL,26.545169,-81.808948,21,357,0.6667,""" """,""" """,0.1653,0.5518,0.2073,0.0196,0,-2,28103,0.7404,0.823
2759,3,ITT Technical Institute-Charlotte North,Charlotte,NC,35.338374,-80.764873,11,420,0.9519,""" """,""" """,0.6952,0.1786,0.0738,0.0167,0.0071,-2,27666,0.8221,0.8293
2760,4,Polytechnic University of Puerto Rico-Miami,Miami,FL,25.809154,-80.328852,21,59,""" """,""" """,""" """,0.0339,0.0169,0.9492,0,0,-2,26766,0.5932,0.7966
2761,4,Polytechnic University of Puerto Rico-Orlando,Orlando,FL,28.55145,-81.254901,21,69,""" """,0.5,""" """,0,0.029,0.942,0,0,-2,18126,0.5732,0.7317
2762,4,The Commonwealth Medical College,Scranton,PA,41.41329,-75.656178,13,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
2763,3,Brown Mackie College-Phoenix,Phoenix,AZ,33.6054,-112.118464,11,648,""" """,""" """,""" """,0.1667,0.4167,0.3272,0.0201,0.0586,-2,23339,0.8135,0.7862
2764,4,Strayer University-West Virginia,Scott Depot,WV,38.45354,-81.92702,22,156,""" """,""" """,""" """,0.0513,0.859,0.0256,0,0.0256,-2,""" """,0.5989,0.678
2765,3,Minnesota School of Business-Elk River,Elk River,MN,45.320025,-93.560521,21,231,""" """,""" """,""" """,0.0087,0.8961,0.026,0.0043,0.0173,-2,23732,0.5842,0.7595
2766,3,Brown Mackie College-Greenville,Greenville,SC,34.853438,-82.394491,13,708,""" """,""" """,""" """,0.6102,0.3305,0.0395,0.0099,0.0014,-2,23401,0.916,0.8201
2767,3,Globe University-Sioux Falls,Sioux Falls,SD,43.498932,-96.786599,12,132,""" """,0.3077,""" """,0.0379,0.697,0.053,0.0152,0.0152,-2,25979,0.614,0.7544
2768,3,Globe University-Eau Claire,Eau Claire,WI,44.768275,-91.42789,13,150,""" """,0.3014,""" """,0,0.94,0.0133,0.0267,0,-2,25734,0.6878,0.8145
2769,4,Globe University-Minneapolis,Minneapolis,MN,44.975817,-93.272232,11,51,""" """,0,""" """,0.3725,0.2745,0.098,0.098,0.0392,-2,25979,0.7302,0.7698
2770,3,University of Minnesota-Rochester,Rochester,MN,44.022339,-92.463471,12,479,0.3759,""" """,1112,0.0647,0.7933,0.0271,0.0668,0,-2,24936,0.2788,0.6687
2771,3,Herzing University-Toledo,Toledo,OH,41.639266,-83.665453,11,185,1,""" """,""" """,0.4541,0.2649,0.0216,0.0054,0.0108,-2,23192,0.8439,0.8683
2772,3,Chamberlain College of Nursing-Florida,Jacksonville,FL,30.243517,-81.586421,11,851,0.4286,""" """,""" """,0.2597,0.2644,0.2656,0.0717,0,-2,30176,0.5501,0.8536
2773,3,Remington College of Nursing Orlando,Lake Mary,FL,28.775199,-81.353591,21,92,""" """,""" """,""" """,0.2065,0.5109,0.1522,0.1087,0,-2,""" """,0,0.8
2774,3,Horizon University,San Diego,CA,32.81491,-117.181071,11,34,""" """,""" """,""" """,0.0588,0.4118,0.2059,0.0294,0.0294,99,""" """,0.3448,0.2069
2775,4,Academy for Jewish Religion-California,Los Angeles,CA,34.06089,-118.293261,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,80,""" """,""" """,""" """
2776,3,Angeles College,Los Angeles,CA,34.06051,-118.299091,11,94,""" """,0.75,""" """,0.117,0.0532,0.1915,0.617,0.0106,-2,""" """,0.5023,0.5302
